hottraveljobs.com/forum/docs/info.php,bad
news.grouptumbler.com/news/feed.php,bad
info.leveldelta.com/php/text.php,bad
citroen-club.ch/n.exe,bad
zehir4.asp,bad
ZHC_Shell_1.0.aspx,bad
img851/2304/bismillahus.jpg,bad
google.com,good
facebook.com,good
twitter.com,good
alibaba.com,good
aliexpress.com,good
